tweet_no	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label	tweet_text
2227	yes	no	no	no	no	yes	no	HOT NEWS: Geri Malkodanska announced the result of her test for COVID-19 (PHOTO) “I raised my temperature from this suspense. hot news geri malokdanska announced the result of her test for covid 19 photo ”I raised my temperature from this suspense. 1243519301946167296 Unsuspectingly, about 10 days after the start of the isolation, I somehow follow most of these tips. Keeping a diary, scheduling, going out on the air and communicating with loved ones, along with limited reading of the news, are vital to me https://t.co/yGy8ZwcK31 without suspecting about 10 days after the start of isolation, I somehow follow most of these tips. keeping a diary schedule airing and communicating with loved ones along with limited reading of the news are vital to me 1242070002414620677 And I to contribute to memes;) # covid19 #stayhome # staysmiling😊 https://t.co/cjan551hMw and I to contribute to the memes; 1270616373056634882 Extend the emergency epidemic until the end of June. The reason is the series of days with an increased number of new cases of Covid-19 in our country. https://t.co/YRRy29W3dN prolong the epidemic until the end of June. the reason is the series of days with an increased number of new cases of covid 19 in our country. 1247528516234522637 @ TheD0ctor46 @ brainp0rn @ 100KILABG @GiaDeClermont Doctor, if you are as simple as a galosh, if you want Google to explain it to you, you will still see the calf under the ox. It doesn&#39;t matter to the village thug how else to dare to say that coronavirus and COVID-19 are not interchangeable terms, he knows his - CONSPERATION. Doctor, if you are as simple as a galosh, if you want Google to explain it to you, you will still see the calf under the ox. to the village thug in any other way to dare to bite that coronavirus and covid 19 are not interchangeable terms it does not matter he knows his conspiracy. 1254071428812623872 Manchester United expect COVID-19 to affect transfer fees https://t.co/aQdJoeagjc
2228	yes	no	yes	no	no	no	no	Two more members of the Russian government fell ill with COVID-19 https://t.co/ZfAAofXRES
2229	yes	no	yes	no	no	no	no	(Again, more than 100 Covid-19 casualties a day in France) from Zarata - News - https://t.co/ojFu9GCAr4 # news https://t.co/lPCpXFjKZX
2230	yes	no	yes	yes	yes	yes	no	EBOLA = CORONA VIRUSA https://t.co/eVZLJpIyi0 KIBER ATAKS IN KOPF.PSIXO. https://t.co/yAGoVX6Hoe
2231	yes	no	yes	no	no	no	no	Chile will issue &quot;ID for immunity&quot; to cured people from COVID-19 https://t.co/0AmhgRLffm https://t.co/U0h38e4gIw
2232	yes	no	yes	no	no	yes	yes	Anti-record: COVID-19 cases worldwide increased by 1 million in less than 100 hourshttps: //t.co/lUmyF1CzTc https://t.co/jj2uQKtBMr
2233	yes	no	yes	no	no	no	no	Trump just tried the media with the proposal to inject a disinfectant as a drug against Covid-19 https://t.co/Xfjuq4Dfow via @wmg_news
2234	yes	no	yes	no	no	no	no	39 are the new positive samples for COVID-19, the tendency to reduce the infection continues (video) https://t.co/ou2Vo0t5P7
2235	yes	no	yes	no	no	yes	no	Assoc. Prof. Dimov with bad news about the development of COVID-19 - three scenarios https://t.co/JSIm8h9xy7
2236	no					no		To me, submitting # resignation seems like a great measure against the spread of COVID19.
2237	yes	no	yes	no	no	no	no	(New record! 240 infected with COVID-19 for the last 24 hours, in Stara Zagora the new cases are 11) from Zarata - News - https://t.co/K62feNS9zR # news # coronavirus https://t.co/B4cPdekX3C
2238	yes	no	yes	no	no	no	no	Two new cases of COVID-19 coronavirus infection in Bulgaria. It&#39;s about two people from C ... https://t.co/wwZyaYqMbG
2239	yes	no	yes	no	yes	yes	yes	Town of Sarnitsa, hearth of COVID-19 https://t.co/CPOztibv4S
2240	yes	no	yes	no	yes	no	yes	After Twitter and Facebook, he sanctioned Donald Trump for allegations related to COVID-19. https://t.co/G0OyLV3sPI
2241	yes	no	yes	no	no	no	no	Sad record: 14 with COVID-19 died in a day - DC news https://t.co/qypXsEy4YD
2242	yes	yes	yes	yes	yes	yes	yes	Netanyahu: Covid-19 could kill humanity if a second wave is allowed: https://t.co/odbEXBdbGT https://t.co/Yz280YAycK
2243	yes	no	yes	no	no	yes	yes	Six European countries with over 10% mortality from # COVID2019 https://t.co/jbQttUdrGw
2244	yes	no	yes	no	no	no	no	Latest data: 24 new cases of COVID 19, more cured for the day https://t.co/4UOpxQzAxn
2245	yes	no	yes	no	no	no	no	€ 500 billion thrown by Macron against COVID-19 https://t.co/yzGZ58i5Xk
2246	yes	no	yes	no	no	no	no	146 new cases of Covid-19 have been registered in Bulgaria, 1 of them is in Burgas https://t.co/sKhhoL32EW via @ poligraff.net
2247	yes	no	yes	no	no	no	no	36 new people infected with COVID-19 and 39 cured in 24 hours https://t.co/23J4B02lga
2248	yes	no	yes	no	no	no	no	Decline in new cases of coronavirus in Varna: 115 new cases of infected with COVID-19 in the last 24 hours in 3502 PCR tests, according to the Unified Information Portal Thus the total number of positive cases in the country since the beginning… https: // t. co / lE99hiIWHh
2249	yes	no	yes	no	yes	yes	yes	Resuscitator filmed nightmarish VIDEO 18 in intensive care, full of patients with COVID-19 https://t.co/KjZKbo4ASx
2250	yes	no	yes	no	no	no	no	Covid-19 hits Bulgaria the hardest since the crisis https://t.co/dFsyxyR6Hu
2251	no					no	no	If you make it easy - ideally, if you get worse - well, a mistake was made ... But why spoil the statistics, if there is a chance to pass a meter. https://t.co/niP5zuMG9d
2252	yes	no	yes	no	no	no	no	COVID-19 infected people can transmit the virus a few days before ... https://t.co/f3cEcdDAO7
2253	no			no		yes		It is enough to look at the brief descriptions of the prepared and adopted state laws to get an idea of how such a crisis should be managed. https://t.co/larCvXCIBm
2254	yes	no	yes	no	no	no	no	6 new cases of Covid-19 per day, 22 cured https://t.co/eAuIhEAssv
2255	yes	no	yes	no	yes	yes	yes	Doctors worried about unusual complications in young children with COVID-19 https://t.co/LCTbySRO7R
2256	yes	no	yes	no	yes	no	no	(“Attacks every 39 seconds.” COVID-19 has led to a cybercrime boom) by Zarata - News - https://t.co/1tuu7XgY3Z #news #cybercrime #coronavirus https://t.co/8mDcEhOBcZ
2257	yes	no	yes	no	no	no	no	Telephone conversation between @EmmanuelMacron and @BoykoBorissov: an opportunity to reaffirm the excellent 🇫🇷-🇧🇬 relations, friendship and solidarity in the context of # COVID19 and our common commitment within the EU to tackling the crisis together. https://t.co/byApsFymYt
2258	yes	no	yes	no	no	no	no	1541 are the total cases of COVID-19 in our country, new infected in Sliven and Yambol https://t.co/uCJjLiS9nN
2259	yes	no	yes	no	no	yes	yes	Emergency doctor dies in Sofia, infected after artificial respiration of a patient with COVID-19 https://t.co/pLdkVv62P4
2260	yes	no	yes	no	yes	no	no	Countries with BCG mass vaccination have 6 times less mortality than Covid-19 https://t.co/oNYVUlvhg0
2261	yes	no	yes	no	no	no	no	Parvan Simeonov: The crisis with COVID-19 will bring new players to the political scene https://t.co/Qppr1NZYfR through @News from Kazanlak - PressTV
2262	yes	no	yes	no	yes	no	yes	Russia is ready to test vaccines against COVID-19 on humans in June https://t.co/3gxgniyWBP
2263	yes	no	yes	no	yes	yes	yes	In 1955 there were cases of # COVID19 in our country, a fire broke out in Satovcha https://t.co/Z2TW1PtoUp
2264	yes	no	yes	no	yes	yes	yes	Russia promises millions of doses of COVID vaccine every month from next year https://t.co/f6Icbx8gDQ
2265	yes	no	yes	no	yes	yes	yes	COVID-19 fire breaks out on farm with Bulgarians in Bavaria https://t.co/B3yur2xMRb
2266	yes	no	yes	no	no	yes	no	Again a jump of those infected with COVID-19 in Plovdiv, 13 are for the last 24 hours - DC news https://t.co/iUKfzGsDxK
2267	yes	no	yes	no	no	yes	yes	The doctor who killed Assoc. Prof. Mangarov made the network cry with her story about the horror with COVID-19 https://t.co/7v8sdsXwTq
2268	yes	no	yes	no	no	no	no	A doctor from the village of Kraishte died of COVID-19 in a Sofia hospital https://t.co/fIBUmforM0
2269	yes	no	yes	no	no	no	no	On July 9, 1 positive case of COVID-19 was registered in the National Information System for a person with address registration on the territory of Lovech District https://t.co/ow4kwX4bFZ
2270	yes	no	yes	no	no	no	no	Sharp decline in cases of Covid-19 infection in Bulgaria https://t.co/fC3ZieIBzL
2271	yes	no	yes	no	no	no	no	Kindergartens in Sofia will not be closed due to the COVID-19 case https://t.co/kY0pMwDfB2
2272	yes	no	yes	no	no	no	no	46 new with COVID-19, 5 new cases of infected medical staff https://t.co/FidoGLjZNu
2273	yes	no	yes	no	no	no	no	Daniel Defoe&#39;s description of the plague from 335 years ago is the same as for COVID-19 https://t.co/27zbzdb5UM
2274	yes	no	yes	no	no	no	no	The state buys laboratory equipment and tests for COVID-19 from � ... https://t.co/eom6wqP4DN
2275	yes	no	yes	no	no	no	no	Doctor: The problem in the fall will be how to distinguish between people with Covid-19 and those with the flu https://t.co/sRE3tyKtgR via @ poligraff.net
2276	yes	no	yes	no	no	no	no	For the past day: 270 new cases of COVID-19, again 8 died https://t.co/VDgFfj0TGm
2277	yes	no	yes	no	no	no	no	BGN 120 million in compensation for agriculture due to Covid-19 https://t.co/6QZsVS3sFw
2278	yes	yes	yes	yes	yes	no	yes	CONFIRMED: Coronavirus vaccines will contain aborted babies https://t.co/lnvLacGYJX
2279	yes	no	yes	no	no	no	no	First case of a deceased doctor with COVID-19 in Bulgaria (VIDEO) https://t.co/uTsuIuVfqj
2280	yes	no	yes	no	no	no	no	The new medical council for combating COVID-19 was presented https://t.co/hQR4YGYibN
2281	yes	no	yes	no	yes	yes	yes	New nightmare: Mysterious disease kills children over COVID-19 https://t.co/g4Edc9pjL0
2282	no					no	yes	CORONAVIRUS PANIC AND FEAR: THE GREATEST MAINSTREAM FRAUDSTER IN HISTORY https://t.co/5KLD4Pqbj5
2283	yes	no	yes	no	yes	no	no	The expenses of the Ministry of Health for COVID-19 are close to BGN 60 million by the end of July https://t.co/cwD1gVbF3I
2284	yes	no	yes	yes	yes	yes	no	(Counterfeit drugs against COVID-19 on the Internet!) From Zarata - News - https://t.co/fAPWTnDBkx # news # COVID19 # coronavirus https://t.co/Wrm7IyZaAx
2285	yes	no	yes	no	no	no	no	China will support WHO investigation into the origin of Covid-19 https://t.co/rpmGsTZ5IA via @wmg_news
2286	yes	no	yes	no	yes	no	no	Early Bulgarian research shows that cellular immunity against COVID-19 is more powerful https://t.co/29mZiAXd91
2287	yes	no	yes	no	no	no	no	(How #Slovakia turned out to have the lowest mortality rate from COVID-19 in Europe) from Zarata - News - https://t.co/TbQ6WOViSr #news #coronavirus #Slovakia https://t.co/3A658KnpjO
2288	yes	yes	yes	yes	yes	yes	yes	I just saw End of controversy over the origin of COVID-19! It was artificially created in the USA in 2015 - Click to see also ☛ https://t.co/ikFXAmp8bO
2289	yes	no	yes	no	no	yes	yes	The United States set a grim record for deaths from Covid-19 https://t.co/nzE4V0uKhV
2290	yes	no	yes	no	no	no	yes	An explosion of Bulgarian tourists suffering from COVID-19 imposed new restrictions - Greece
2291	yes	yes	yes	yes	no	yes	no	Russia is trying to save people from dying of the coronavirus. Call me a geek, but it&#39;s outrageous, there are too many Russians in the world, and it is our Euro-Atlantic duty to fight this Russian threat, that is Bin Laden&#39;s testament. https://t.co/CNrSaXgSLZ
2292	yes	no	yes	no	yes	no	no	Determining IFR is difficult because it depends on whether we know the exact cause of death and the number of those infected, how the health system is doing, and so on. Since the advent of COVID-19, IFR has indeed decreased, probably due to more accurate tests and the ability to detect people with mild symptoms 2/4
2293	yes	no	yes	no	yes	yes	yes	(New symptom in COVID-19 reduces the chances. Publication in a scientific journal) by Zarata - News - https://t.co/eTMo88HKgP #news # COVID19 https://t.co/vkrSWzd4Hq
2294	yes	no	yes	no	no	no	no	China reports 11 new COVID-19 cases https://t.co/4tzHh2wJC5
2295	yes	no	yes	no	no	no	no	13 positive samples for COVID-19 in Bansko after the two-day study https://t.co/GS341WbrVj
2296	yes	no	yes	no	no	no	no	(All tests for COVID-19 in Beroe are negative) from Zarata - News - https://t.co/32CwwzbOAi # news # beroe championship https://t.co/FEeVP1V3Tu
2297	yes	no	yes	no	no	no	no	Slovenia says end to Covid-19 pandemic https://t.co/EfwXjf2Elz
2298	yes	no	yes	no	no	no	no	Ulysses to observe the disease, death and plunder of the economy of Bulgaria and the world, many do not notice the decline of freedom and justice. Krasen Stanchev explains how COVID-19 politicized medicine and turned politics into medicine. https://t.co/DfZEBYIjkA
2299	yes	no	yes	no	yes	no	no	Smoking marijuana and coronavirus: even infrequent use increases the risk of complications of Covid-19 | Marijuana BG https://t.co/tN8EJuRjTG
2300	yes	no	yes	no	no	no	no	Prof. Baltov: Young people catch COVID-19 because they do not follow the measures https://t.co/pOXFvtIc4Y
2301	yes	no	yes	no	no	no	no	The Legal Committee decided: Leave or half salary for COVID-19 https://t.co/Y3DbEnqSUm
2302	yes	no	yes	no	no	no	no	The EU supports research and innovation to find effective treatments and vaccines against # COVID19 and to alleviate the effects of the crisis. Get acquainted with the chronology of measures against the epidemic ➡️ https://t.co/3lolnzTSt1 #EuropeAgainstCovid19 https://t.co/r7NyqxBav3
2303	no		yes	no	no	no	no	Covid-19 28.08.2020 Blue, green, yellow, brown - the rock on the left, the other rock on the right. https://t.co/zOeD0psvHh
2304	yes	no	yes	no	no	no	no	A total of 58 residents of the nursing home in Ruse overcame COVID-19 https://t.co/llyiup8JXb
2305	yes	no	yes	no	yes	no	no	Dr. Ivan Kolchakov: Covid-19 is a very primary molecule that does not reproduce https://t.co/k4o1lDZIBC
2306	yes	no	yes	no	no	no	no	Europe without consensus on COVID-19 recovery fund https://t.co/yNAxC0hu5u
2307	yes	no	yes	no	no	no	no	(Assoc. Prof. Dr. Lubomir Kirov: 86% of people will get a slight COVID-19) from Zarata - News - https://t.co/1pRA82NNB3 #news #coronavirus https://t.co/ZPOzSu5qme
2308	yes	no	yes	no	no	no	no	A 43-year-old man from Peshtera died this morning in the COVID sector of the Pazardzhik Hospital, where ... https://t.co/80qWOoe5b5
2309	yes	no	yes	no	yes	no	no	Because of COVID-19, even crew members with strokes are not allowed to land https://t.co/vcKrCivQIC
2310	yes	no	yes	no	no	no		Petar Moskov: The authorities deliberately divided the society on the topic of Covid https://t.co/fNx1erkfyU
